"","X","Title","News_Link","Date","Status","Status_Frequency","Daily_Total_Frequency","Year","Month","Day"
"355",355,"台湾旅客可使用“台胞证”入境澳门_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wl/zxzx_43786/201705/t20170515_11781394.htm","2017-04-05","Compatriots",1,1,2017,4,5
"356",356,"河南省台办、省公安厅加急服务获台胞点赞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201808/t20180803_12043381.htm","2018-08-03","Compatriots",1,1,2018,8,3
"357",357,"大力推动同等待遇 深化同胞心灵契合 “31条”给台胞实实在在获得...","http://www.gwytb.gov.cn/31t/bjzl/201807/t20180703_11971183.html","2018-06-06","Compatriots",2,2,2018,6,6
"358",358,"台胞生命线,何时能提速?_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/jy_43772/re3/qt3/201710/t20171019_11854348.htm","2008-01-22","Compatriots",1,1,2008,1,22
"359",359,"第五期海峡两岸青年台胞电商培训班在福州开班_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201707/t20170714_11819014.htm","2020-11-12","Compatriots",30,39,2020,11,12
"360",360,"20位屈家故里台胞将启程来宜寻找“根的记忆”_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201405/t20140526_6216295.htm","2014-05-26","Compatriots",1,1,2014,5,26
"361",361,"全国台联2017年台胞青年千人夏令营河南分营开营_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201707/t20170711_11817132.htm","2020-11-12","Compatriots",30,39,2020,11,12
"362",362,"南宁市举办2016年台商台胞台属迎春座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201601/t20160108_11360880.htm","2016-01-08","Compatriots",1,1,2016,1,8
"363",363,"北京市顺义区相关部门救助受困台胞获赞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201412/t20141208_8288067.htm","2014-12-08","Compatriots",1,1,2014,12,8
"364",364,"仪征市台办建立台商台胞台属全方位“畅联”机制_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201702/t20170220_11703477.htm","2017-02-15","Compatriots",1,1,2017,2,15
"365",365,"四川省成都德阳遂宁等地举办台胞中秋联谊活动_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201709/t20170930_11848748.htm","2017-09-30","Compatriots",1,1,2017,9,30
"366",366,"国台办:“台商一起来,融入大湾区”主题活动将助台胞台企共享机遇...","http://www.gwytb.gov.cn/wyly/201905/t20190529_12169174.htm","2019-05-29","Compatriots",1,1,2019,5,29
"367",367,"预备在大陆高校就读的台胞,需要符合哪些条件?_中共中央台湾工作...","http://www.gwytb.gov.cn/jx/re2/lai2/201312/t20131230_5446781.htm","2020-11-12","Compatriots",30,39,2020,11,12
"368",368,"哪些台胞可申请在大陆定居?_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/jl/zxzx_43777/201512/t20151203_11156566.htm","2015-12-03","Compatriots",7,7,2015,12,3
"369",369,"全国专利代理人资格考试 福州197名台胞参加_中共中央台湾工作办公...","http://www.gwytb.gov.cn/zzks/zxzx_43780/201412/t20141216_8379528.htm","2013-07-10","Compatriots",3,3,2013,7,10
"370",370,"武汉举办台胞端午联谊会畅叙亲情友情_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201705/t20170523_11787276.htm","2017-05-23","Compatriots",1,1,2017,5,23
"371",371,"台盟中央、全国台联举行在京台胞新春同乐会_中共中央台湾工作办公...","http://www.gwytb.gov.cn/zlzx/zchb/201801/t20180103_11886457.htm","2009-01-21","Compatriots",1,1,2009,1,21
"372",372,"昆山南站实现卡式台胞证自助取票_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201703/t20170323_11729476.htm","2020-11-12","Compatriots",30,39,2020,11,12
"373",373,"福建厦门海关设闽南语服务热线方便台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201311/t20131114_5206051.htm","2020-11-12","Compatriots",30,39,2020,11,12
"374",374,"台胞如何报考证券业者资格_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/zzks/zcfg_43779/l_43892/201710/t20171019_11854364.htm","2008-05-05","Compatriots",1,1,2008,5,5
"375",375,"情暖老台胞_中共中央台湾工作办公室、国务院台湾事务办公室","http://www.gwytb.gov.cn/service/201403/t20140312_5811299.htm","2020-11-12","Compatriots",30,39,2020,11,12
"376",376,"国台办:高度重视维护海外台胞正当权益 积极提供领事保护和求助...","http://www.gwytb.gov.cn/wyly/201903/t20190327_12151777.htm","2019-03-27","Compatriots",3,3,2019,3,27
"377",377,"台胞投资可从银行得到哪些帮助_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/jj/re6/la6/201710/t20171019_11854501.htm","2020-11-12","Compatriots",30,39,2020,11,12
"378",378,"国台办海协会领导春节走访台胞,听取对发展两岸关系的愿望建议...","http://www.gwytb.gov.cn/wyly/201503/t20150311_9250777.htm","2015-03-11","Compatriots",1,1,2015,3,11
"379",379,"宜兴市台办联合出入境大队为台胞解读免签注新政_中共中央台湾工作...","http://www.gwytb.gov.cn/service/gxtbsh/201507/t20150710_10230504.htm","2020-11-12","Compatriots",30,39,2020,11,12
"380",380,"广州市海珠区为台胞子女就学提供一站式服务_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201605/t20160523_11463653.htm","2020-11-12","Compatriots",30,39,2020,11,12
"381",381,"台胞可在平潭申请最长5年居留签注_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zzks/zxzx_43780/201412/t20141216_8383720.htm","2013-10-18","Compatriots",1,1,2013,10,18
"382",382,"国台办投诉协调局聘任台胞权益保护工作法律顾问_中共中央台湾工作...","http://www.gwytb.gov.cn/tbqy/zongshu/201808/t20180831_12053783.htm","2018-08-31","Compatriots",2,2,2018,8,31
"383",383,"浙出台关于进一步做好台胞子女就读工作若干意见_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201108/t20110801_1945436.htm","2020-11-12","Compatriots",30,39,2020,11,12
"384",384,"国台办:台当局对“31条措施”所谓“因应策略”损害台胞台企利益福祉","http://www.gwytb.gov.cn/wyly/201803/t20180328_11937831.htm","2018-03-28","Compatriots",1,2,2018,3,28
"385",385,"海外台胞可通过四种方式向驻外使领馆寻求领事保护与协助_中共中央...","http://www.gwytb.gov.cn/wyly/201912/t20191225_12227928.htm","2019-12-25","Compatriots",2,2,2019,12,25
"386",386,"国台办、海协会领导近日走访慰问大陆台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201801/t20180131_11913536.htm","2018-01-31","Compatriots",1,2,2018,1,31
"387",387,"国台办:聘请台湾仲裁员对保护台胞权益发挥积极作用_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201906/t20190626_12177771.htm","2019-06-26","Compatriots",2,2,2019,6,26
"388",388,"大陆确诊的首例新冠肺炎台胞患者在深圳痊愈出院_中共中央台湾工作...","http://www.gwytb.gov.cn/m/news/202002/t20200212_12242296.htm","2020-02-12","Compatriots",3,3,2020,2,12
"389",389,"台胞在大陆参保切实享受国家福利待遇_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201912/t20191211_12224784.htm","2019-12-11","Compatriots",2,2,2019,12,11
"390",390,"100多名滞留湖北台胞29日晚从上海返回台湾_中共中央台湾工作办公...","http://www.gwytb.gov.cn/wyly/202003/t20200330_12260656.htm","2020-03-30","Compatriots",2,2,2020,3,30
"391",391,"“客家祖地”龙岩设台胞权益保障法官工作室_中共中央台湾工作办公...","http://www.gwytb.gov.cn/tbqy/zongshu/201806/t20180622_11967746.htm","2017-12-29","Compatriots",1,1,2017,12,29
"392",392,"南宁市台办看望慰问春节后返邕台商台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201702/t20170215_11699744.htm","2017-02-13","Compatriots",1,1,2017,2,13
"393",393,"沈阳台办聘请台胞权益保护法律顾问_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/tbqy/201706/t20170623_11807247.htm","2020-11-12","Compatriots",30,39,2020,11,12
"394",394,"民进党当局不同意滞留湖北台胞就近从武汉返回引起广大台胞强烈不满","http://www.gwytb.gov.cn/wyly/202003/t20200327_12260302.htm","2020-03-27","Compatriots",1,1,2020,3,27
"395",395,"武汉市公安机关积极为台胞申办居住证提供便利_中共中央台湾工作...","http://www.gwytb.gov.cn/service/gxtbsh/201809/t20180912_12058502.htm","2018-09-12","Compatriots",5,8,2018,9,12
"396",396,"南宁市举办台商台胞台属代表迎春座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201802/t20180208_11922842.htm","2018-02-08","Compatriots",1,1,2018,2,8
"397",397,"32、中国政府驻外机构怎样保护台胞利益?_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zt/jqa/201103/t20110309_1778016.htm","2020-11-12","Compatriots",30,39,2020,11,12
"398",398,"国台办:高法发布《若干措施》 台胞台企合法权益将进一步得到全面...","http://www.gwytb.gov.cn/wyly/201903/t20190327_12151781.htm","2019-03-27","Compatriots",3,3,2019,3,27
"399",399,"国台办:“31条惠及台胞措施”落实工作继续取得积极进展_中共中央...","http://www.gwytb.gov.cn/wyly/201804/t20180411_11941949.htm","2018-04-11","Compatriots",2,3,2018,4,11
"400",400,"大陆取消台胞就业许可获台青点赞_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/jy/zxzx/201808/t20180820_12049578.htm","2018-08-14","Compatriots",2,2,2018,8,14
"401",401,"重庆发布惠台“58条”引台胞台商热议_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jj/zxzx_43783/201809/t20180905_12055815.htm","2018-08-31","Compatriots",2,2,2018,8,31
"402",402,"广州市台联赴港拜访旅港台胞社团_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/local/201704/t20170411_11742815.htm","2017-04-07","Compatriots",1,1,2017,4,7
"403",403,"青海省台办走访慰问台胞台属_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201601/t20160128_11377243.htm","2020-11-12","Compatriots",30,39,2020,11,12
"404",404,"国台办:民进党当局公开打压到大陆工作台胞不得人心_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201903/t20190327_12151779.htm","2019-03-27","Compatriots",3,3,2019,3,27
"405",405,"刘结一:将出台更多政策措施让台胞在大陆受益_中共中央台湾工作...","http://www.gwytb.gov.cn/newsb/201801/t20180126_11911302.htm","2018-01-25","Compatriots",3,3,2018,1,25
"406",406,"厦门市车管所持续20年为台胞换证开辟绿道_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201704/t20170425_11753330.htm","2017-04-24","Compatriots",1,1,2017,4,24
"407",407,"国台办:“26条措施”是“真金白银”的措施 给台胞带来更大发展...","http://www.gwytb.gov.cn/wyly/201911/t20191113_12217880.htm","2019-11-13","Compatriots",2,2,2019,11,13
"408",408,"达州市急台胞所急悉心补办台胞证_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201407/t20140723_6696250.htm","2020-11-12","Compatriots",30,39,2020,11,12
"409",409,"台胞捐造血干细胞救助海南白血病患者_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/guide_rules/exe/201305/t20130531_4265942.htm","2013-05-30","Compatriots",1,1,2013,5,30
"410",410,"吉安市台办台联领导走访慰问台商台胞台属_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201702/t20170215_11699740.htm","2020-11-12","Compatriots",30,39,2020,11,12
"411",411,"国台办投诉协调局局长王刚畅谈台胞权益保护工作_中共中央台湾工作...","http://www.gwytb.gov.cn/tbqy/zongshu/201602/t20160201_11379929.htm","2015-12-22","Compatriots",2,2,2015,12,22
"412",412,"四川省台办召开对台经济和台胞权益保护工作专项会议_中共中央台湾...","http://www.gwytb.gov.cn/local/201406/t20140618_6337439.htm","2014-06-18","Compatriots",1,1,2014,6,18
"413",413,"台胞在大陆参加职称评审享受同等待遇_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201912/t20191225_12227926.htm","2019-12-25","Compatriots",2,2,2019,12,25
"414",414,"雅安市人大常委会副主任彭学松调研台胞援建项目_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201704/t20170410_11741688.htm","2020-11-11","Compatriots",14,17,2020,11,11
"415",415,"安乡台办为返乡台胞保驾护航_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201704/t20170411_11742963.htm","2020-11-11","Compatriots",14,17,2020,11,11
"416",416,"国台办:大陆经济不断发展将给台企台胞带来更大发展空间_中共中央...","http://www.gwytb.gov.cn/wyly/201909/t20190911_12200829.htm","2019-09-11","Compatriots",1,2,2019,9,11
"417",417,"湖北省台办:积极协助滞留湖北台胞平安顺利返乡_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/202003/t20200328_12260478.htm","2020-03-28","Compatriots",1,1,2020,3,28
"418",418,"国台办:民进党当局恐吓滥罚在大陆发展台胞不得人心_中共中央台湾...","http://www.gwytb.gov.cn/wyly/202004/t20200430_12271305.htm","2020-04-30","Compatriots",1,1,2020,4,30
"419",419,"完全清楚了!民进党当局“实锤”斩断台胞返乡路_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/202002/t20200228_12249347.htm","2020-02-28","Compatriots",1,1,2020,2,28
"420",420,"台胞在大陆就医的其他相关办事事项?_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy_43772/zxzx_43774/201512/t20151203_11156555.htm","2015-12-03","Compatriots",7,7,2015,12,3
"421",421,"台盟中央、全国台联举办“2010年在京台胞中秋茶话会”_中共中央...","http://www.gwytb.gov.cn/zlzx/zchb/201801/t20180103_11886618.htm","2010-09-19","Compatriots",1,1,2010,9,19
"422",422,"大陆方面建议由东航和华航共同执飞运送在湖北台胞返乡 台湾方面...","http://www.gwytb.gov.cn/wyly/202002/t20200227_12248668.htm","2020-02-27","Compatriots",1,1,2020,2,27
"423",423,"福建:更多台胞担任涉台案件陪审员调解员_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zn/jy/201305/t20130524_4240448.htm","2013-05-22","Compatriots",1,1,2013,5,22
"424",424,"大陆确诊的首例新冠肺炎台胞患者在深圳痊愈出院_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/202002/t20200212_12242295.htm","2020-02-12","Compatriots",3,3,2020,2,12
"425",425,"国台办介绍各地各部门落实“31条惠及台胞措施”新进展_中共中央...","http://www.gwytb.gov.cn/wyly/201806/t20180613_11965183.htm","2018-06-13","Compatriots",2,2,2018,6,13
"426",426,"驻马店市台办帮助台胞解决子女入学实际困难_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/gxtbsh/201808/t20180830_12053490.htm","2018-08-30","Compatriots",1,1,2018,8,30
"427",427,"台胞在就业过程中自身权益受到侵害时的解决途径_中共中央台湾工作...","http://www.gwytb.gov.cn/zn/jy/201211/t20121119_3378877.htm","2020-11-11","Compatriots",14,17,2020,11,11
"428",428,"台胞前往乐山市开展寻“根”之旅_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/lajlwl/lawhjl/201809/t20180912_12058480.htm","2020-11-11","Compatriots",14,17,2020,11,11
"429",429,"台胞在大陆从事个体经营_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/zn/jy/201211/t20121119_3378869.htm","2020-11-11","Compatriots",14,17,2020,11,11
"430",430,"国台办投诉协调局局长王刚到武汉调研台胞权益保护工作_中共中央...","http://www.gwytb.gov.cn/service/201407/t20140709_6526972.htm","2020-11-11","Compatriots",14,17,2020,11,11
"431",431,"国台办:大陆台胞提取使用住房公积金权益将得到有效保障_中共中央...","http://www.gwytb.gov.cn/wyly/201712/t20171227_11884418.htm","2017-12-27","Compatriots",1,3,2017,12,27
